ip,time,request,status,size,referer,user_agent
119.63.196.20,06/Aug/2011 09:26:22,"""GET / HTTP/1.1""",200,6537.0,"""-""","""Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)"""
123.125.71.100,06/Aug/2011 11:25:17,"""GET / HTTP/1.1""",200,27116.0,"""-""","""Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)"""
220.181.108.187,06/Aug/2011 11:25:23,"""GET / HTTP/1.1""",200,27116.0,"""-""","""Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)"""
184.106.111.192,06/Aug/2011 16:49:57,"""POST /wp-cron.php?doing_wp_cron HTTP/1.0""",200,,"""-""","""WordPress/3.0.4; http://npcassoc.org"""
119.63.196.81,06/Aug/2011 16:49:56,"""GET / HTTP/1.1""",200,6538.0,"""-""","""Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)"""
66.249.72.13,06/Aug/2011 16:54:59,"""GET /robots.txt HTTP/1.1""",200,85.0,"""-""","""Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"""
66.249.72.13,06/Aug/2011 16:54:59,"""GET /sitemap.xml.gz HTTP/1.1""",404,5653.0,"""-""","""Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"""
123.125.71.25,07/Aug/2011 00:59:20,"""GET / HTTP/1.1""",200,6538.0,"""-""","""Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)"""
184.106.111.192,07/Aug/2011 00:59:21,"""POST /wp-cron.php?doing_wp_cron HTTP/1.0""",200,,"""-""","""WordPress/3.0.4; http://npcassoc.org"""
66.249.72.13,07/Aug/2011 02:10:52,"""GET /journal/table-of-contents HTTP/1.1""",200,5491.0,"""-""","""Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"""
66.249.72.13,07/Aug/2011 03:18:02,"""GET /sitemap.xml.gz HTTP/1.1""",404,5652.0,"""-""","""Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"""
123.125.71.16,07/Aug/2011 23:25:29,"""GET / HTTP/1.1""",200,6537.0,"""-""","""Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)"""
184.106.111.192,07/Aug/2011 23:25:30,"""POST /wp-cron.php?doing_wp_cron HTTP/1.0""",200,,"""-""","""WordPress/3.0.4; http://npcassoc.org"""
184.106.111.192,08/Aug/2011 01:12:10,"""POST /wp-cron.php?doing_wp_cron HTTP/1.0""",200,,"""-""","""WordPress/3.0.4; http://npcassoc.org"""
66.249.72.13,08/Aug/2011 01:12:10,"""GET /robots.txt HTTP/1.1""",200,85.0,"""-""","""Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"""
66.249.72.13,08/Aug/2011 01:12:11,"""GET /journal HTTP/1.1""",200,6625.0,"""-""","""Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"""
66.249.72.13,08/Aug/2011 01:12:12,"""GET /docs/ijpp/mills.pdf HTTP/1.1""",304,,"""-""","""Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"""
66.249.72.13,08/Aug/2011 01:14:03,"""GET /docs/ijpp/jenkins.pdf HTTP/1.1""",304,,"""-""","""Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"""
66.249.72.13,08/Aug/2011 01:15:20,"""GET /docs/ijpp/Kierkegaard.pdf HTTP/1.1""",304,,"""-""","""Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"""
66.249.72.13,08/Aug/2011 01:15:58,"""GET /docs/ijpp/THEORIES_OF_CONSCIOUSNESS.pdf HTTP/1.1""",304,,"""-""","""Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"""
66.249.72.13,08/Aug/2011 01:16:36,"""GET /docs/ijpp/lydiaamir.pdf HTTP/1.1""",304,,"""-""","""Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"""
66.249.72.13,08/Aug/2011 01:17:14,"""GET /docs/ijpp/metaphysics_of_LBT10V3N1.pdf HTTP/1.1""",304,,"""-""","""Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"""
66.249.72.13,08/Aug/2011 01:26:10,"""GET /docs/ijpp/Tuediov2n1.pdf HTTP/1.1""",304,,"""-""","""Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"""
66.249.72.13,08/Aug/2011 01:27:26,"""GET /docs/ijpp/Allen.pdf HTTP/1.1""",304,,"""-""","""Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"""
66.249.72.13,08/Aug/2011 01:46:34,"""GET /docs/ijpp/Philo_Courage.pdf HTTP/1.1""",304,,"""-""","""Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"""
66.249.72.13,08/Aug/2011 01:55:29,"""GET /docs/CohenPDF.pdf HTTP/1.1""",304,,"""-""","""Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"""
66.249.72.13,08/Aug/2011 01:58:40,"""GET /docs/ijpp/Raabe1.pdf HTTP/1.1""",304,,"""-""","""Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"""
66.249.72.13,08/Aug/2011 02:03:08,"""GET /docs/ijpp/Matz.pdf HTTP/1.1""",304,,"""-""","""Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"""
66.249.72.13,08/Aug/2011 02:04:24,"""GET /journal/table-of-contents/vol-1-no-3 HTTP/1.1""",200,5747.0,"""-""","""Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"""
66.249.72.13,08/Aug/2011 02:11:25,"""GET /journal/ijpp-profile HTTP/1.1""",200,6747.0,"""-""","""Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"""
66.249.72.13,08/Aug/2011 02:52:51,"""GET /journal/table-of-contents HTTP/1.1""",200,5490.0,"""-""","""Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"""
66.249.72.217,08/Aug/2011 03:03:43,"""GET /robots.txt HTTP/1.1""",200,85.0,"""-""","""Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"""
66.249.72.217,08/Aug/2011 03:03:43,"""GET / HTTP/1.1""",200,6537.0,"""-""","""Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"""
66.249.72.79,08/Aug/2011 03:14:31,"""GET /robots.txt HTTP/1.1""",200,85.0,"""-""","""Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"""
66.249.72.79,08/Aug/2011 03:14:33,"""GET / HTTP/1.1""",200,6537.0,"""-""","""Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"""
119.63.196.87,08/Aug/2011 07:45:19,"""GET / HTTP/1.1""",200,6537.0,"""-""","""Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)"""
184.106.111.192,09/Aug/2011 00:42:58,"""POST /wp-cron.php?doing_wp_cron HTTP/1.0""",200,,"""-""","""WordPress/3.0.4; http://npcassoc.org"""
66.249.72.79,09/Aug/2011 00:42:58,"""GET /robots.txt HTTP/1.1""",200,85.0,"""-""","""Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"""
66.249.72.79,09/Aug/2011 00:42:59,"""GET /stylesheets/ HTTP/1.1""",404,5652.0,"""-""","""Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"""
184.106.111.192,09/Aug/2011 00:55:47,"""POST /wp-cron.php?doing_wp_cron HTTP/1.0""",200,,"""-""","""WordPress/3.0.4; http://npcassoc.org"""
123.125.71.35,09/Aug/2011 00:55:47,"""GET / HTTP/1.1""",200,6537.0,"""-""","""Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)"""
64.202.161.41,09/Aug/2011 06:42:59,"""GET / HTTP/1.1""",200,32086.0,"""-""","""Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.1.8) Gecko/20100202 Firefox/3.5.8 ( .NET CLR 3.5.30729)"""
64.202.161.41,09/Aug/2011 06:42:59,"""GET / HTTP/1.1""",200,32086.0,"""-""","""Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.1.8) Gecko/20100202 Firefox/3.5.8 ( .NET CLR 3.5.30729)"""
64.202.161.41,09/Aug/2011 06:43:01,"""GET / HTTP/1.1""",200,32086.0,"""-""","""Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.1.8) Gecko/20100202 Firefox/3.5.8 ( .NET CLR 3.5.30729)"""
64.202.161.41,09/Aug/2011 06:43:01,"""GET / HTTP/1.1""",200,32086.0,"""-""","""Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.1.8) Gecko/20100202 Firefox/3.5.8 ( .NET CLR 3.5.30729)"""
119.63.196.18,09/Aug/2011 10:57:30,"""GET /robots.txt HTTP/1.1""",200,85.0,"""-""","""Baiduspider+(+http://www.baidu.com/search/spider.htm)"""
184.106.111.192,09/Aug/2011 16:03:04,"""POST /wp-cron.php?doing_wp_cron HTTP/1.0""",200,,"""-""","""WordPress/3.0.4; http://npcassoc.org"""
119.63.196.56,09/Aug/2011 16:03:04,"""GET / HTTP/1.1""",200,6536.0,"""-""","""Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)"""
66.249.71.231,10/Aug/2011 00:02:16,"""GET /robots.txt HTTP/1.1""",200,85.0,"""-""","""Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"""
66.249.71.231,10/Aug/2011 00:02:16,"""GET /application HTTP/1.1""",200,5760.0,"""-""","""Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"""
66.249.71.231,10/Aug/2011 00:47:21,"""GET /docs/ijpp/Taylor.pdf HTTP/1.1""",304,,"""-""","""Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"""
66.249.71.231,10/Aug/2011 01:00:18,"""GET /docs/ijpp/TillmannsV2N4.pdf HTTP/1.1""",304,,"""-""","""Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"""
66.249.71.231,10/Aug/2011 01:03:11,"""GET /docs/ijpp/Dobrin.pdf HTTP/1.1""",304,,"""-""","""Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"""
66.249.71.231,10/Aug/2011 01:05:20,"""GET /docs/ijpp/Grosso.pdf HTTP/1.1""",304,,"""-""","""Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"""
66.249.71.231,10/Aug/2011 01:05:42,"""GET /docs/ijpp/TaylorOnCohen.pdf HTTP/1.1""",304,,"""-""","""Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"""
184.106.111.192,10/Aug/2011 01:34:07,"""POST /wp-cron.php?doing_wp_cron HTTP/1.0""",200,,"""-""","""WordPress/3.0.4; http://npcassoc.org"""
66.249.71.231,10/Aug/2011 01:34:07,"""GET /journal/call-for-papers HTTP/1.1""",200,6022.0,"""-""","""Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"""
66.249.71.231,10/Aug/2011 01:41:19,"""GET /journal/editors HTTP/1.1""",200,6345.0,"""-""","""Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"""
66.249.71.231,10/Aug/2011 01:48:52,"""GET /journal/featured-journals HTTP/1.1""",200,6882.0,"""-""","""Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"""
66.249.71.231,10/Aug/2011 01:51:24,"""GET /journal/table-of-contents/vol-1-no-1 HTTP/1.1""",200,5769.0,"""-""","""Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"""
66.249.71.231,10/Aug/2011 02:00:01,"""GET /journal/table-of-contents/vol-1-no-2 HTTP/1.1""",200,5707.0,"""-""","""Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"""
66.249.71.231,10/Aug/2011 02:00:23,"""GET /journal/table-of-contents/vol-1-no-4 HTTP/1.1""",200,5877.0,"""-""","""Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"""
66.249.71.231,10/Aug/2011 02:16:13,"""GET /journal/table-of-contents/vol-2-no-1 HTTP/1.1""",200,5684.0,"""-""","""Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"""
66.249.71.231,10/Aug/2011 02:30:58,"""GET /journal/table-of-contents/vol-2-no-2 HTTP/1.1""",200,5774.0,"""-""","""Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"""
66.249.71.231,10/Aug/2011 02:57:36,"""GET /journal/table-of-contents/vol-2-no-3 HTTP/1.1""",200,5711.0,"""-""","""Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"""
66.249.71.231,10/Aug/2011 03:10:55,"""GET /journal/table-of-contents/vol-2-no-4 HTTP/1.1""",200,5707.0,"""-""","""Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"""
66.249.71.231,10/Aug/2011 03:45:49,"""GET /journal/table-of-contents/vol-1-no-3 HTTP/1.1""",200,5749.0,"""-""","""Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"""
66.249.71.231,10/Aug/2011 05:45:36,"""GET /journal/table-of-contents HTTP/1.1""",200,5492.0,"""-""","""Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"""
119.63.196.85,10/Aug/2011 12:46:22,"""GET / HTTP/1.1""",200,6538.0,"""-""","""Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)"""
184.106.111.192,10/Aug/2011 12:46:23,"""POST /wp-cron.php?doing_wp_cron HTTP/1.0""",200,,"""-""","""WordPress/3.0.4; http://npcassoc.org"""
119.63.196.80,10/Aug/2011 13:49:25,"""GET /robots.txt HTTP/1.1""",200,85.0,"""-""","""Baiduspider+(+http://www.baidu.com/search/spider.htm)"""
119.63.196.113,10/Aug/2011 14:35:35,"""GET / HTTP/1.1""",200,6537.0,"""-""","""Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)"""
184.106.111.192,11/Aug/2011 13:49:52,"""POST /wp-cron.php?doing_wp_cron HTTP/1.0""",200,,"""-""","""WordPress/3.0.4; http://npcassoc.org"""
119.63.196.113,11/Aug/2011 13:49:51,"""GET /robots.txt HTTP/1.1""",200,85.0,"""-""","""Baiduspider+(+http://www.baidu.com/search/spider.htm)"""
123.125.71.23,11/Aug/2011 14:39:36,"""GET / HTTP/1.1""",200,6538.0,"""-""","""Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)"""
123.125.71.14,11/Aug/2011 14:39:44,"""GET /journal/table-of-contents/vol-2-no-3 HTTP/1.1""",200,5711.0,"""-""","""Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)"""
123.125.71.20,11/Aug/2011 14:39:47,"""GET /services HTTP/1.1""",200,5501.0,"""-""","""Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)"""
123.125.71.17,11/Aug/2011 14:39:49,"""GET /journal/featured-journals HTTP/1.1""",200,6881.0,"""-""","""Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)"""
123.125.71.35,11/Aug/2011 14:39:51,"""GET /journal/table-of-contents/vol-2-no-4 HTTP/1.1""",200,5706.0,"""-""","""Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)"""
123.125.71.33,11/Aug/2011 14:39:54,"""GET /journal/table-of-contents/vol-2-no-2 HTTP/1.1""",200,5774.0,"""-""","""Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)"""
123.125.71.17,11/Aug/2011 14:39:56,"""GET /journal/ijpp-profile HTTP/1.1""",200,6748.0,"""-""","""Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)"""
123.125.71.36,11/Aug/2011 14:39:58,"""GET /journal/table-of-contents/vol-1-no-2 HTTP/1.1""",200,5707.0,"""-""","""Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)"""
123.125.71.24,11/Aug/2011 14:40:01,"""GET /services/conferences HTTP/1.1""",200,6120.0,"""-""","""Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)"""
123.125.71.15,11/Aug/2011 14:40:05,"""GET /application HTTP/1.1""",200,5759.0,"""-""","""Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)"""
123.125.71.20,11/Aug/2011 14:40:08,"""GET /services/help-reinstate-albert-ellis HTTP/1.1""",200,6029.0,"""-""","""Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)"""
123.125.71.36,11/Aug/2011 14:40:10,"""GET /journal/call-for-papers HTTP/1.1""",200,6022.0,"""-""","""Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)"""
123.125.71.20,11/Aug/2011 14:40:12,"""GET /journal/table-of-contents HTTP/1.1""",200,5491.0,"""-""","""Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)"""
123.125.71.18,11/Aug/2011 14:40:15,"""GET /journal/table-of-contents/vol-3-no-1 HTTP/1.1""",200,5860.0,"""-""","""Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)"""
123.125.71.25,11/Aug/2011 14:40:17,"""GET /xmlrpc.php?rsd HTTP/1.1""",200,303.0,"""-""","""Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)"""
123.125.71.33,11/Aug/2011 14:40:19,"""GET /journal/table-of-contents/vol-1-no-1 HTTP/1.1""",200,5769.0,"""-""","""Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)"""
123.125.71.35,11/Aug/2011 14:40:21,"""GET /journal/table-of-contents/vol-2-no-1 HTTP/1.1""",200,5684.0,"""-""","""Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)"""
123.125.71.16,11/Aug/2011 14:40:24,"""GET /wp-content/themes/education/style.css HTTP/1.1""",200,30200.0,"""-""","""Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)"""
123.125.71.12,11/Aug/2011 14:40:26,"""GET /journal HTTP/1.1""",200,6625.0,"""-""","""Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)"""
123.125.71.23,11/Aug/2011 14:40:28,"""GET /feed HTTP/1.1""",200,719.0,"""-""","""Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)"""
123.125.71.21,11/Aug/2011 14:40:31,"""GET /journal/table-of-contents/vol-1-no-4 HTTP/1.1""",200,5876.0,"""-""","""Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)"""
123.125.71.22,11/Aug/2011 14:40:33,"""GET /xmlrpc.php HTTP/1.1""",200,60.0,"""-""","""Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)"""
123.125.71.19,11/Aug/2011 14:40:35,"""GET /people HTTP/1.1""",200,5578.0,"""-""","""Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)"""
123.125.71.35,11/Aug/2011 14:40:37,"""GET /services/books-articles HTTP/1.1""",200,6437.0,"""-""","""Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)"""
123.125.71.25,11/Aug/2011 14:40:40,"""GET /services/albert-ellis-foundation-alliance HTTP/1.1""",200,6915.0,"""-""","""Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)"""
123.125.71.15,11/Aug/2011 14:40:42,"""GET /documents HTTP/1.1""",200,5669.0,"""-""","""Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)"""
123.125.71.21,11/Aug/2011 14:40:45,"""GET /comments/feed HTTP/1.1""",404,468.0,"""-""","""Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)"""
123.125.71.33,11/Aug/2011 14:40:47,"""GET /journal/editors HTTP/1.1""",200,6344.0,"""-""","""Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)"""
66.249.72.182,12/Aug/2011 00:11:38,"""GET /robots.txt HTTP/1.1""",200,85.0,"""-""","""Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"""
66.249.72.182,12/Aug/2011 00:11:38,"""GET / HTTP/1.1""",200,6539.0,"""-""","""Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"""
66.249.72.182,12/Aug/2011 00:11:46,"""GET /services/books-articles HTTP/1.1""",200,6439.0,"""-""","""Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"""
66.249.72.182,12/Aug/2011 00:11:47,"""GET /services/conferences HTTP/1.1""",200,6121.0,"""-""","""Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"""
66.249.72.182,12/Aug/2011 00:16:46,"""GET /services/help-reinstate-albert-ellis HTTP/1.1""",200,6030.0,"""-""","""Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"""
66.249.72.182,12/Aug/2011 00:32:07,"""GET /journal/table-of-contents/vol-3-no-1 HTTP/1.1""",200,5861.0,"""-""","""Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"""
119.63.196.41,12/Aug/2011 00:51:34,"""GET / HTTP/1.1""",200,6539.0,"""-""","""Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)"""
184.106.111.192,12/Aug/2011 00:51:34,"""POST /wp-cron.php?doing_wp_cron HTTP/1.0""",200,,"""-""","""WordPress/3.0.4; http://npcassoc.org"""
66.249.72.217,12/Aug/2011 00:56:17,"""GET /robots.txt HTTP/1.1""",200,85.0,"""-""","""Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"""
66.249.72.217,12/Aug/2011 00:56:17,"""GET / HTTP/1.1""",301,20.0,"""-""","""Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"""
66.249.72.182,12/Aug/2011 01:00:26,"""GET /services/albert-ellis-foundation-alliance HTTP/1.1""",200,6916.0,"""-""","""Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"""
66.249.72.182,12/Aug/2011 01:12:04,"""GET /journal HTTP/1.1""",200,6626.0,"""-""","""Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"""
66.249.72.182,12/Aug/2011 02:07:31,"""GET /journal/table-of-contents/vol-1-no-3 HTTP/1.1""",200,5747.0,"""-""","""Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"""
66.249.72.182,12/Aug/2011 02:27:57,"""GET /journal/ijpp-profile HTTP/1.1""",200,6748.0,"""-""","""Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"""
66.249.72.182,12/Aug/2011 03:24:08,"""GET /journal/table-of-contents HTTP/1.1""",200,5492.0,"""-""","""Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"""
123.125.71.102,12/Aug/2011 07:20:28,"""GET / HTTP/1.1""",200,27117.0,"""-""","""Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)"""
220.181.108.169,12/Aug/2011 07:20:33,"""GET / HTTP/1.1""",200,27117.0,"""-""","""Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)"""
66.249.72.182,12/Aug/2011 11:53:45,"""GET /sitemap.xml.gz HTTP/1.1""",404,5653.0,"""-""","""Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"""
184.106.111.192,12/Aug/2011 13:31:43,"""POST /wp-cron.php?doing_wp_cron HTTP/1.0""",200,,"""-""","""WordPress/3.0.4; http://npcassoc.org"""
66.249.72.182,12/Aug/2011 13:31:42,"""GET /sitemap.xml.gz HTTP/1.1""",404,5653.0,"""-""","""Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"""
119.63.196.50,12/Aug/2011 14:35:25,"""GET /documents HTTP/1.1""",200,5670.0,"""-""","""Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)"""
123.125.71.112,12/Aug/2011 15:19:35,"""GET / HTTP/1.1""",200,27117.0,"""-""","""Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)"""
220.181.108.79,12/Aug/2011 15:19:37,"""GET / HTTP/1.1""",200,27117.0,"""-""","""Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)"""
119.63.196.120,12/Aug/2011 15:37:57,"""GET /journal/table-of-contents HTTP/1.1""",200,5492.0,"""-""","""Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)"""
119.63.196.104,12/Aug/2011 16:28:14,"""GET /journal/table-of-contents/vol-1-no-4 HTTP/1.1""",200,5877.0,"""-""","""Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)"""
119.63.196.55,12/Aug/2011 17:19:29,"""GET /journal/table-of-contents/vol-2-no-3 HTTP/1.1""",200,5711.0,"""-""","""Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)"""
119.63.196.83,12/Aug/2011 18:09:55,"""GET /services/albert-ellis-foundation-alliance HTTP/1.1""",200,6917.0,"""-""","""Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)"""
119.63.196.102,12/Aug/2011 22:25:44,"""GET / HTTP/1.1""",200,6538.0,"""-""","""Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)"""
66.249.72.225,12/Aug/2011 23:25:36,"""GET /robots.txt HTTP/1.1""",200,85.0,"""-""","""Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"""
66.249.72.225,12/Aug/2011 23:25:36,"""GET /log/ HTTP/1.1""",200,543.0,"""-""","""Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"""
119.63.196.54,13/Aug/2011 00:20:13,"""GET /xmlrpc.php?rsd HTTP/1.1""",200,303.0,"""-""","""Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)"""
119.63.196.102,13/Aug/2011 01:09:28,"""GET /services/conferences HTTP/1.1""",200,6121.0,"""-""","""Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)"""
184.106.111.192,13/Aug/2011 01:09:28,"""POST /wp-cron.php?doing_wp_cron HTTP/1.0""",200,,"""-""","""WordPress/3.0.4; http://npcassoc.org"""
